user_id,session_time,channel,converted
0219934606909137021,2017-08-01 16:50:08.000000 UTC,Referral,false
0221688955022101345,2017-08-02 03:25:56.000000 UTC,Organic Search,false
0228136717057254790,2017-08-01 23:46:32.000000 UTC,Organic Search,false
0232377434237234751,2017-08-01 18:46:22.000000 UTC,Organic Search,false
0241048761582607706,2017-08-01 20:55:28.000000 UTC,Paid Search,false
024507252193437459,2017-08-01 13:39:07.000000 UTC,Direct,false
024507252193437459,2017-08-01 13:51:18.000000 UTC,Referral,true
0255282465269917452,2017-08-02 06:15:35.000000 UTC,Referral,false
025596255439652299,2017-08-01 16:29:48.000000 UTC,Referral,false
0260504362491930046,2017-08-01 18:08:06.000000 UTC,Referral,false
0260504362491930046,2017-08-01 19:04:40.000000 UTC,Referral,false
0261035563475309159,2017-08-01 10:30:33.000000 UTC,Organic Search,false
0265049688348060676,2017-08-01 17:26:00.000000 UTC,Organic Search,false
0270393945425133079,2017-08-02 01:11:00.000000 UTC,Direct,false
027369998413359564,2017-08-01 19:45:12.000000 UTC,Referral,false
0284438731288817902,2017-08-02 03:41:53.000000 UTC,Referral,false
0284438731288817902,2017-08-02 05:29:01.000000 UTC,Referral,false
0288420414013956960,2017-08-01 08:54:38.000000 UTC,Organic Search,false
0291820123904664687,2017-08-01 16:43:44.000000 UTC,Referral,false
0301680836734701496,2017-08-02 03:24:08.000000 UTC,Social,false
0313552223544461954,2017-08-02 05:01:20.000000 UTC,Social,false
0314492432059995627,2017-08-02 01:54:07.000000 UTC,Organic Search,false
0320075811635392620,2017-08-01 18:23:46.000000 UTC,Organic Search,false
0322244248903219962,2017-08-02 00:47:33.000000 UTC,Social,false
0325283404024952260,2017-08-01 13:23:42.000000 UTC,Organic Search,false
0330845037859170481,2017-08-01 19:43:20.000000 UTC,Organic Search,false
0330845037859170481,2017-08-02 04:07:16.000000 UTC,Organic Search,false
0331159107889412838,2017-08-01 20:57:09.000000 UTC,Direct,false
0333954867950175954,2017-08-01 11:15:46.000000 UTC,Referral,false
0342582140048752045,2017-08-02 04:36:10.000000 UTC,Direct,false
0363630790532046717,2017-08-02 03:38:03.000000 UTC,Social,false
0366571746180113452,2017-08-01 20:32:05.000000 UTC,Organic Search,false
0369215160404737259,2017-08-01 15:04:07.000000 UTC,Organic Search,false
0370352037468604196,2017-08-01 09:55:46.000000 UTC,Direct,false
0370352037468604196,2017-08-01 13:52:26.000000 UTC,Direct,false
03717831825503026,2017-08-02 02:35:03.000000 UTC,Organic Search,true
03717831825503026,2017-08-02 04:52:53.000000 UTC,Organic Search,false
0375226279070413508,2017-08-01 10:42:59.000000 UTC,Direct,false
0377506370870345639,2017-08-01 17:26:27.000000 UTC,Referral,true
0377506370870345639,2017-08-02 01:30:31.000000 UTC,Referral,false
0379271879231850881,2017-08-01 15:32:26.000000 UTC,Social,false
037982091045149406,2017-08-01 19:02:55.000000 UTC,Organic Search,false
0380794954660030454,2017-08-02 06:38:43.000000 UTC,Social,false
0385748600433373406,2017-08-01 10:43:41.000000 UTC,Organic Search,false
038582126883855105,2017-08-02 00:33:54.000000 UTC,Organic Search,false
0386813370641104626,2017-08-01 14:57:24.000000 UTC,Organic Search,false
0387245878928956088,2017-08-01 13:36:04.000000 UTC,Referral,false
0388810220235040426,2017-08-01 14:12:59.000000 UTC,Affiliates,false
0389488682405584834,2017-08-01 21:39:44.000000 UTC,Referral,false
0393124348956792089,2017-08-01 08:37:13.000000 UTC,Organic Search,false
0394038322213070456,2017-08-01 16:50:44.000000 UTC,Direct,false
03991075781100344,2017-08-01 07:18:23.000000 UTC,Organic Search,false
0420124452066173271,2017-08-01 20:12:23.000000 UTC,Referral,false
0427766245593577524,2017-08-02 01:58:48.000000 UTC,Direct,false
0429145534196047436,2017-08-02 02:33:06.000000 UTC,Social,false
0433762989973156554,2017-08-01 16:35:19.000000 UTC,Organic Search,false
0442970031541928370,2017-08-01 09:07:26.000000 UTC,Organic Search,false
0446881336866901267,2017-08-01 16:16:03.000000 UTC,Organic Search,false
0455694738977542314,2017-08-01 19:42:02.000000 UTC,Direct,false
0459803619960780830,2017-08-02 00:29:16.000000 UTC,Organic Search,false
0462973614885897477,2017-08-02 06:15:36.000000 UTC,Direct,false
0465880026411750266,2017-08-01 16:49:12.000000 UTC,Referral,false
0468885122926227782,2017-08-01 20:04:54.000000 UTC,Organic Search,false
0470753821997682799,2017-08-02 01:26:15.000000 UTC,Social,false
0471440166975172605,2017-08-01 07:59:21.000000 UTC,Affiliates,false
0476268500844274660,2017-08-02 00:02:57.000000 UTC,Organic Search,false
0485797735449723544,2017-08-02 02:18:12.000000 UTC,Organic Search,false
0485797735449723544,2017-08-02 04:18:52.000000 UTC,Organic Search,false
0489632813498639535,2017-08-02 04:17:15.000000 UTC,Organic Search,false
0494664887251511774,2017-08-01 07:35:54.000000 UTC,Direct,false
0494929172730732995,2017-08-02 04:18:48.000000 UTC,Direct,false
0496578757391920977,2017-08-01 20:43:27.000000 UTC,Referral,false
050317891049712422,2017-08-01 21:04:01.000000 UTC,Direct,false
050621101648337326,2017-08-02 01:15:15.000000 UTC,Direct,false
0508052458836736156,2017-08-01 14:28:17.000000 UTC,Referral,false
0509377181616367629,2017-08-01 09:25:39.000000 UTC,Organic Search,false
0509972280802528263,2017-08-01 20:47:43.000000 UTC,Organic Search,false
0509972280802528263,2017-08-01 20:59:51.000000 UTC,Display,true
0510721883310417315,2017-08-01 17:18:58.000000 UTC,Organic Search,false
051121380870457542,2017-08-01 22:50:23.000000 UTC,Organic Search,false
0512480056932695240,2017-08-01 12:46:29.000000 UTC,Organic Search,false
0513443874219533136,2017-08-01 20:24:09.000000 UTC,Organic Search,false
0514870093467664811,2017-08-01 21:02:05.000000 UTC,Direct,false
051569945671479788,2017-08-01 10:43:19.000000 UTC,Organic Search,false
052049539754783751,2017-08-01 17:31:08.000000 UTC,Direct,false
0533783783369460671,2017-08-01 18:36:57.000000 UTC,Referral,false
0536824570943076781,2017-08-02 04:15:36.000000 UTC,Social,false
0541888764586055368,2017-08-01 10:48:31.000000 UTC,Organic Search,false
0546517736702299309,2017-08-02 03:22:58.000000 UTC,Organic Search,false
0551028300396393478,2017-08-02 04:58:48.000000 UTC,Organic Search,false
0556458303272187633,2017-08-01 18:52:32.000000 UTC,Organic Search,false
0558566136497172064,2017-08-01 17:06:27.000000 UTC,Affiliates,false
0561542248934209631,2017-08-01 13:29:27.000000 UTC,Direct,false
0566683110510758799,2017-08-01 19:02:44.000000 UTC,Referral,false
0568197347632852391,2017-08-01 23:29:17.000000 UTC,Organic Search,false
0573427169410921198,2017-08-02 05:24:27.000000 UTC,Organic Search,false
0586698229787787437,2017-08-01 13:50:09.000000 UTC,Organic Search,false
0588935184299327678,2017-08-02 04:07:20.000000 UTC,Social,false
0589438687304571145,2017-08-01 23:05:14.000000 UTC,Organic Search,false
0592203560866293266,2017-08-01 14:15:46.000000 UTC,Organic Search,false
0592203560866293266,2017-08-01 14:16:26.000000 UTC,Social,false
0592666633154764956,2017-08-02 05:41:20.000000 UTC,Social,false
0598517298356059273,2017-08-01 13:17:54.000000 UTC,Referral,false
061003607546862548,2017-08-01 12:35:36.000000 UTC,Organic Search,false
0612097040454229266,2017-08-01 11:44:32.000000 UTC,Social,false
0613044330009217357,2017-08-01 12:42:18.000000 UTC,Affiliates,false
0620323593193754739,2017-08-01 09:38:34.000000 UTC,Social,false
0622513431680430051,2017-08-01 12:30:26.000000 UTC,Organic Search,false
0624566390176061975,2017-08-01 17:35:37.000000 UTC,Organic Search,false
0629098672918874026,2017-08-02 06:37:43.000000 UTC,Referral,false
0632214201836727100,2017-08-02 04:43:47.000000 UTC,Organic Search,false
0638729894216070432,2017-08-01 22:24:01.000000 UTC,Organic Search,false
0648931861908387592,2017-08-01 17:45:23.000000 UTC,Organic Search,false
0649637188231924316,2017-08-01 23:26:40.000000 UTC,Social,false
0650734198077784452,2017-08-02 00:12:30.000000 UTC,Referral,false
0650734198077784452,2017-08-02 01:13:44.000000 UTC,Referral,false
0653855261936813301,2017-08-01 22:19:34.000000 UTC,Organic Search,false
0654909766878941573,2017-08-01 14:04:44.000000 UTC,Organic Search,false
0662664280013455072,2017-08-02 03:47:00.000000 UTC,Organic Search,false
0667423759672005807,2017-08-02 02:01:20.000000 UTC,Organic Search,false
0671792476564550124,2017-08-01 15:02:49.000000 UTC,Organic Search,false
0676024638558107862,2017-08-01 11:48:09.000000 UTC,Organic Search,false
0683433202214716196,2017-08-01 13:13:54.000000 UTC,Organic Search,false
0693380517541765755,2017-08-01 08:25:12.000000 UTC,Social,false
0694658797180418631,2017-08-01 16:01:45.000000 UTC,Organic Search,false
069716487981497087,2017-08-02 00:01:47.000000 UTC,Social,false
0701491483906102825,2017-08-01 22:07:23.000000 UTC,Referral,false
0704976550554904093,2017-08-01 14:32:34.000000 UTC,Organic Search,false
0712836801376134802,2017-08-01 15:02:52.000000 UTC,Organic Search,false
0713877871497621709,2017-08-01 16:44:32.000000 UTC,Organic Search,false
0714152699364743219,2017-08-01 18:17:38.000000 UTC,Organic Search,false
071498111840477584,2017-08-02 04:12:07.000000 UTC,Organic Search,false
0716433815292937895,2017-08-01 17:10:02.000000 UTC,Direct,false
0716845898585666271,2017-08-01 17:46:58.000000 UTC,Organic Search,false
0720311197761340948,2017-08-01 19:49:09.000000 UTC,Social,false
0723764175159758531,2017-08-01 20:12:08.000000 UTC,Paid Search,false
0723764175159758531,2017-08-01 20:12:14.000000 UTC,Organic Search,false
0725394922566773719,2017-08-02 03:11:40.000000 UTC,Organic Search,false
0739755567034304122,2017-08-02 06:37:26.000000 UTC,Organic Search,false
0750846065342433129,2017-08-01 07:43:06.000000 UTC,Direct,false
0750846065342433129,2017-08-01 12:20:31.000000 UTC,Direct,false
0754804170551278670,2017-08-01 16:33:03.000000 UTC,Organic Search,false
076085547156904396,2017-08-02 02:32:15.000000 UTC,Referral,false
0763613285193169641,2017-08-01 19:28:16.000000 UTC,Organic Search,false
0769931799782608809,2017-08-01 09:51:12.000000 UTC,Organic Search,false
077394482120941703,2017-08-01 16:23:47.000000 UTC,Affiliates,false
0780107057794652463,2017-08-02 05:16:13.000000 UTC,Direct,false
07993832547178317,2017-08-01 17:07:49.000000 UTC,Organic Search,false
0801781343620935255,2017-08-02 01:04:06.000000 UTC,Paid Search,false
0801781343620935255,2017-08-02 01:04:12.000000 UTC,Organic Search,false
0803889347342234232,2017-08-02 01:12:58.000000 UTC,Organic Search,false
0807971031058421585,2017-08-01 08:39:35.000000 UTC,Organic Search,false
0808179115999125117,2017-08-01 16:13:45.000000 UTC,Organic Search,false
0809906824691435668,2017-08-01 23:29:46.000000 UTC,Organic Search,false
0815047945706399620,2017-08-01 18:43:00.000000 UTC,Referral,true
0824197090845992368,2017-08-01 19:09:40.000000 UTC,Organic Search,false
0826150033557882055,2017-08-01 18:46:58.000000 UTC,Referral,false
0831560334057475229,2017-08-01 23:50:48.000000 UTC,Referral,false
0834628261584717467,2017-08-01 13:03:12.000000 UTC,Paid Search,false
084004089776743791,2017-08-01 23:55:22.000000 UTC,Direct,false
08416803861977175,2017-08-02 00:07:00.000000 UTC,Direct,false
0843143557737586340,2017-08-01 19:05:15.000000 UTC,Referral,true
0844220723196601621,2017-08-02 01:05:18.000000 UTC,Affiliates,false
0852669141317597458,2017-08-02 03:33:40.000000 UTC,Social,false
0855412521800295097,2017-08-01 19:41:50.000000 UTC,Organic Search,false
086056433660016880,2017-08-01 14:44:20.000000 UTC,Organic Search,false
0869177065893452364,2017-08-01 16:40:56.000000 UTC,Direct,false
0884034846523680593,2017-08-02 00:05:19.000000 UTC,Organic Search,false
0898494916539269041,2017-08-02 06:44:47.000000 UTC,Organic Search,false
0900849835205136055,2017-08-01 17:33:54.000000 UTC,Organic Search,false
0909717625274232624,2017-08-02 00:23:07.000000 UTC,Organic Search,false
0911556852518363415,2017-08-02 06:56:21.000000 UTC,Social,false
0924808055645430642,2017-08-01 07:31:02.000000 UTC,Direct,false
0927381197479868771,2017-08-01 19:20:10.000000 UTC,Direct,false
0928559507810059650,2017-08-02 05:03:23.000000 UTC,Social,false
0933466548577460079,2017-08-01 19:02:58.000000 UTC,Organic Search,false
093612092483903663,2017-08-02 06:04:47.000000 UTC,Direct,false
0936719794626551963,2017-08-01 22:32:25.000000 UTC,Referral,false
0939021402028062052,2017-08-02 02:40:06.000000 UTC,Organic Search,false
0940186567836603506,2017-08-01 22:13:28.000000 UTC,Organic Search,false
0940186567836603506,2017-08-01 23:48:55.000000 UTC,Organic Search,false
0940186567836603506,2017-08-02 03:09:50.000000 UTC,Organic Search,false
0943271380316902758,2017-08-01 16:40:16.000000 UTC,Display,false
0946279366290435145,2017-08-01 18:16:05.000000 UTC,Referral,false
0950739743290231450,2017-08-01 16:55:48.000000 UTC,Organic Search,false
0961328844132574691,2017-08-01 18:41:56.000000 UTC,Direct,false
0961328844132574691,2017-08-01 23:06:35.000000 UTC,Direct,false
0965273332760466811,2017-08-01 18:52:46.000000 UTC,Referral,false
0968760409727555934,2017-08-02 01:00:06.000000 UTC,Organic Search,false
0979491855162102444,2017-08-02 01:56:01.000000 UTC,Social,false
0981443311287167918,2017-08-02 04:25:07.000000 UTC,Organic Search,false
0981644611550984924,2017-08-01 10:17:55.000000 UTC,Direct,false
0983911051514200579,2017-08-01 18:02:02.000000 UTC,Organic Search,false
099282514685273715,2017-08-01 17:59:50.000000 UTC,Organic Search,false
1005829299685984449,2017-08-01 15:50:59.000000 UTC,Social,false
1006213727188195003,2017-08-02 00:51:10.000000 UTC,Direct,false
1016020658812856499,2017-08-01 07:41:50.000000 UTC,Organic Search,false
101777114308034724,2017-08-01 23:29:49.000000 UTC,Direct,false
1023983335505742330,2017-08-01 13:39:40.000000 UTC,Organic Search,false
1026007220226429871,2017-08-01 17:08:52.000000 UTC,Display,false
1026007220226429871,2017-08-01 21:25:03.000000 UTC,Display,false
102703605492733588,2017-08-01 14:58:42.000000 UTC,Organic Search,false
102703605492733588,2017-08-02 06:02:45.000000 UTC,Organic Search,false
1031192885164309854,2017-08-01 11:07:17.000000 UTC,Paid Search,false
1035697194635668519,2017-08-01 11:15:58.000000 UTC,Organic Search,false
1038761227345209010,2017-08-01 09:10:12.000000 UTC,Organic Search,false
1038761227345209010,2017-08-01 20:03:02.000000 UTC,Organic Search,false
103905010654987355,2017-08-01 18:58:28.000000 UTC,Referral,false
1044733196205700135,2017-08-01 11:38:43.000000 UTC,Direct,false
1045492721254505976,2017-08-01 18:14:47.000000 UTC,Organic Search,false
1054107559987968965,2017-08-01 18:17:30.000000 UTC,Organic Search,false
1055317352901278056,2017-08-01 17:00:36.000000 UTC,Social,false
1059770176518504832,2017-08-01 12:08:56.000000 UTC,Organic Search,false
1066898993856169737,2017-08-01 21:11:57.000000 UTC,Organic Search,false
1067633831779193202,2017-08-02 04:06:52.000000 UTC,Organic Search,false
107104647043872701,2017-08-01 11:23:13.000000 UTC,Organic Search,false
1074206769156937820,2017-08-01 07:55:08.000000 UTC,Affiliates,false
1075812720764510742,2017-08-01 13:47:47.000000 UTC,Direct,false
1078146540944292177,2017-08-02 02:11:15.000000 UTC,Direct,false
1082800670729897603,2017-08-01 19:35:41.000000 UTC,Organic Search,false
1093905811682537890,2017-08-01 07:14:21.000000 UTC,Direct,false
1094931637794753476,2017-08-01 18:19:57.000000 UTC,Organic Search,false
1097039979265054365,2017-08-01 22:12:10.000000 UTC,Referral,false
1099191516675912521,2017-08-01 07:53:05.000000 UTC,Organic Search,false
1099289184301022773,2017-08-01 14:39:38.000000 UTC,Social,false
110153724611725846,2017-08-01 19:33:12.000000 UTC,Organic Search,false
1105373335080868677,2017-08-02 00:16:35.000000 UTC,Organic Search,false
1113086722612802174,2017-08-01 17:17:45.000000 UTC,Organic Search,false
1114443964434249086,2017-08-01 08:43:23.000000 UTC,Organic Search,false
1116402920141334852,2017-08-01 13:59:51.000000 UTC,Referral,false
1124739547028739470,2017-08-01 21:01:15.000000 UTC,Direct,false
1137514925380880786,2017-08-01 12:45:33.000000 UTC,Direct,false
1141020950142384605,2017-08-01 23:02:08.000000 UTC,Organic Search,false
1142802511677046278,2017-08-01 11:32:45.000000 UTC,Organic Search,false
1144453422620721054,2017-08-02 02:47:17.000000 UTC,Organic Search,false
1148645885957423322,2017-08-01 19:12:12.000000 UTC,Organic Search,false
1152851819985419408,2017-08-01 11:45:44.000000 UTC,Organic Search,false
1152851819985419408,2017-08-01 12:17:38.000000 UTC,Organic Search,false
1155888614339159129,2017-08-01 20:19:52.000000 UTC,Organic Search,false
1155974431229101406,2017-08-02 04:26:12.000000 UTC,Organic Search,false
11577526465501235,2017-08-02 01:21:38.000000 UTC,Referral,false
1161066557183851106,2017-08-01 20:45:24.000000 UTC,Organic Search,false
11616437315983186,2017-08-01 15:47:39.000000 UTC,Organic Search,false
1162879947461479130,2017-08-01 20:15:26.000000 UTC,Organic Search,false
1166059855992209689,2017-08-01 07:30:25.000000 UTC,Organic Search,false
1172654627476694187,2017-08-02 00:17:52.000000 UTC,Referral,false
1180552909865505075,2017-08-01 07:25:48.000000 UTC,Referral,false
1181536979112804688,2017-08-02 02:12:32.000000 UTC,Organic Search,false
1181536979112804688,2017-08-02 03:24:57.000000 UTC,Organic Search,false
1182154502609633283,2017-08-01 09:09:49.000000 UTC,Organic Search,false
1184636394680854089,2017-08-01 15:13:23.000000 UTC,Referral,false
1189144410038681064,2017-08-01 16:34:07.000000 UTC,Organic Search,false
1189318316715458735,2017-08-02 03:45:52.000000 UTC,Direct,false
1197204234107154844,2017-08-01 14:40:37.000000 UTC,Organic Search,false
1201396636982736262,2017-08-02 00:52:25.000000 UTC,Organic Search,false
1202256316557239780,2017-08-01 19:19:33.000000 UTC,Direct,false
1209614115095800517,2017-08-01 21:51:12.000000 UTC,Organic Search,false
1210046655452165361,2017-08-01 15:31:42.000000 UTC,Organic Search,false
1214804690049177196,2017-08-01 17:55:01.000000 UTC,Organic Search,false
1215126832177216624,2017-08-02 00:59:54.000000 UTC,Organic Search,false
1216578559247855706,2017-08-02 03:21:40.000000 UTC,Social,false
1219859562676143558,2017-08-01 11:10:22.000000 UTC,Organic Search,false
122173767399271097,2017-08-01 22:22:43.000000 UTC,Organic Search,false
1223589533016589079,2017-08-02 04:03:00.000000 UTC,Organic Search,false
1223865090611201115,2017-08-01 15:55:39.000000 UTC,Direct,false
1233075314070179056,2017-08-01 08:58:44.000000 UTC,Organic Search,false
1234588701341762016,2017-08-01 14:11:24.000000 UTC,Organic Search,false
1238194635458445557,2017-08-01 21:46:43.000000 UTC,Organic Search,false
1239161491181835805,2017-08-02 01:03:53.000000 UTC,Direct,false
1241613758776244071,2017-08-01 13:36:16.000000 UTC,Organic Search,false
124232496897050094,2017-08-01 20:34:21.000000 UTC,Organic Search,false
1249236498473274203,2017-08-01 17:38:21.000000 UTC,Organic Search,false
1255368394012652243,2017-08-01 15:16:52.000000 UTC,Referral,true
1258688059297171756,2017-08-01 15:49:38.000000 UTC,Organic Search,false
1258915143892750458,2017-08-01 19:47:45.000000 UTC,Referral,false
1263812856049069716,2017-08-01 18:30:11.000000 UTC,Referral,false
126459781793436795,2017-08-02 01:20:42.000000 UTC,Referral,false
1268255792378130152,2017-08-01 07:06:27.000000 UTC,Social,false
1270377738816552069,2017-08-01 09:24:05.000000 UTC,Direct,false
1272056002584813422,2017-08-01 09:56:58.000000 UTC,Organic Search,false
1281234459613429134,2017-08-01 07:23:08.000000 UTC,Organic Search,false
1281234459613429134,2017-08-01 11:24:52.000000 UTC,Organic Search,false
1286197694904265339,2017-08-01 14:30:45.000000 UTC,Referral,false
1290376851612846048,2017-08-02 04:52:50.000000 UTC,Display,false
1295831428300004252,2017-08-01 10:54:31.000000 UTC,Organic Search,false
1295831428300004252,2017-08-01 10:56:01.000000 UTC,Referral,false
1295831428300004252,2017-08-01 10:59:14.000000 UTC,Organic Search,false
1307490938156007268,2017-08-01 19:12:19.000000 UTC,Direct,false
1310349693407129524,2017-08-01 11:48:08.000000 UTC,Organic Search,false
1311003026247678016,2017-08-01 19:01:59.000000 UTC,Referral,false
1311003026247678016,2017-08-01 21:38:29.000000 UTC,Referral,true
131374168538245708,2017-08-02 02:48:59.000000 UTC,Organic Search,false
1313982618026936685,2017-08-02 01:31:02.000000 UTC,Organic Search,false
131793449898602523,2017-08-01 12:41:02.000000 UTC,Organic Search,false
1323143631015435941,2017-08-01 18:37:01.000000 UTC,Direct,false
1331666215415605166,2017-08-01 10:06:18.000000 UTC,Organic Search,false
1339229596174854476,2017-08-01 13:43:56.000000 UTC,Social,false
1341627037089638606,2017-08-01 20:13:31.000000 UTC,Organic Search,false
1342146856663518948,2017-08-01 14:06:33.000000 UTC,Organic Search,false
1345240492995286662,2017-08-02 05:07:00.000000 UTC,Organic Search,false
1350128776428351822,2017-08-02 05:48:15.000000 UTC,Organic Search,false
1355701688471378338,2017-08-01 20:31:45.000000 UTC,Organic Search,false
135955504840823259,2017-08-02 05:55:04.000000 UTC,Social,false
1360696208071599452,2017-08-01 23:40:50.000000 UTC,Organic Search,false
1361113991804258803,2017-08-01 13:06:20.000000 UTC,Affiliates,false
1369634446381193537,2017-08-02 05:35:35.000000 UTC,Organic Search,false
1372380159981126496,2017-08-01 20:33:43.000000 UTC,Organic Search,false
1377610259338650302,2017-08-01 20:38:12.000000 UTC,Organic Search,false
138058039294367332,2017-08-01 20:41:27.000000 UTC,Paid Search,false
138058039294367332,2017-08-01 22:08:42.000000 UTC,Paid Search,false
138058039294367332,2017-08-01 23:06:47.000000 UTC,Paid Search,false
138058039294367332,2017-08-01 23:44:01.000000 UTC,Paid Search,false
1382064696867500430,2017-08-01 10:20:51.000000 UTC,Organic Search,false
1386018753537268331,2017-08-02 04:29:42.000000 UTC,Paid Search,false
1395105808226244427,2017-08-02 02:53:00.000000 UTC,Paid Search,false
1395105808226244427,2017-08-02 02:54:36.000000 UTC,Paid Search,false
1397902853834032572,2017-08-02 05:56:00.000000 UTC,Organic Search,false
140515510840599351,2017-08-01 12:35:04.000000 UTC,Referral,false
1411823247353738800,2017-08-01 17:25:56.000000 UTC,Organic Search,false
1415196895190129689,2017-08-01 22:13:41.000000 UTC,Organic Search,false
1416808270439617299,2017-08-01 20:28:15.000000 UTC,Referral,false
1417624309427164562,2017-08-02 02:52:09.000000 UTC,Organic Search,false
1420571529363353703,2017-08-01 14:44:12.000000 UTC,Referral,false
1422759670059240350,2017-08-01 20:45:03.000000 UTC,Organic Search,false
142321821520599796,2017-08-01 12:14:13.000000 UTC,Referral,false
1432627553727078490,2017-08-01 15:21:37.000000 UTC,Organic Search,false
1437329811573947432,2017-08-01 22:40:19.000000 UTC,Direct,false
1445829272389489293,2017-08-01 18:33:23.000000 UTC,Organic Search,false
14461592281773161,2017-08-01 12:18:08.000000 UTC,Organic Search,false
1454264062404681065,2017-08-01 18:01:33.000000 UTC,Organic Search,false
1457970536889450313,2017-08-02 05:27:04.000000 UTC,Organic Search,false
147049097916592691,2017-08-01 21:49:05.000000 UTC,Organic Search,false
